player_ranking,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,opponent_name,match_win_loss,match_score
3,2015,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2015.08.17 - 2015.08.23,Outdoor,Hard,Andy Murray,W,64 76(6) 
3,2015,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2015.08.17 - 2015.08.23,Outdoor,Hard,Feliciano Lopez,W,63 64
3,2015,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2015.08.17 - 2015.08.23,Outdoor,Hard,Kevin Anderson,W,61 61
3,2015,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2015.08.17 - 2015.08.23,Outdoor,Hard,Roberto Bautista Agut,W,64 64
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Novak Djokovic,L,67(1) 76(10) 46 36
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Andy Murray,W,75 75 64
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Gilles Simon,W,63 75 62
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Roberto Bautista Agut,W,62 62 63
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Sam Groth,W,64 64 67(5) 62
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Sam Querrey,W,64 62 62
2,2015,Wimbledon,"London, Great Britain",2015.06.29 - 2015.07.12,Outdoor,Grass,Damir Dzumhur,W,61 63 63
2,2015,Halle,"Halle, Germany",2015.06.15 - 2015.06.21,Outdoor,Grass,Andreas Seppi,W,76(1) 64
2,2015,Halle,"Halle, Germany",2015.06.15 - 2015.06.21,Outdoor,Grass,Ivo Karlovic,W,76(3) 76(4) 
2,2015,Halle,"Halle, Germany",2015.06.15 - 2015.06.21,Outdoor,Grass,Florian Mayer,W,60 76(1) 
2,2015,Halle,"Halle, Germany",2015.06.15 - 2015.06.21,Outdoor,Grass,Ernests Gulbis,W,63 75
2,2015,Halle,"Halle, Germany",2015.06.15 - 2015.06.21,Outdoor,Grass,Philipp Kohlschreiber,W,76(8) 36 76(5) 
2,2015,Roland Garros,"Paris, France",2015.05.25 - 2015.06.07,Outdoor,Clay,Stan Wawrinka,L,46 36 67(4) 
2,2015,Roland Garros,"Paris, France",2015.05.25 - 2015.06.07,Outdoor,Clay,Gael Monfils,W,63 46 64 61
2,2015,Roland Garros,"Paris, France",2015.05.25 - 2015.06.07,Outdoor,Clay,Damir Dzumhur,W,64 63 62
2,2015,Roland Garros,"Paris, France",2015.05.25 - 2015.06.07,Outdoor,Clay,Marcel Granollers,W,62 76(1) 63
2,2015,Roland Garros,"Paris, France",2015.05.25 - 2015.06.07,Outdoor,Clay,Alejandro Falla,W,63 63 64
2,2015,ATP World Tour Masters 1000 Rome,"Rome, Italy",2015.05.11 - 2015.05.17,Outdoor,Clay,Novak Djokovic,L,46 36
2,2015,ATP World Tour Masters 1000 Rome,"Rome, Italy",2015.05.11 - 2015.05.17,Outdoor,Clay,Stan Wawrinka,W,64 62
2,2015,ATP World Tour Masters 1000 Rome,"Rome, Italy",2015.05.11 - 2015.05.17,Outdoor,Clay,Tomas Berdych,W,63 63
2,2015,ATP World Tour Masters 1000 Rome,"Rome, Italy",2015.05.11 - 2015.05.17,Outdoor,Clay,Kevin Anderson,W,63 75
2,2015,ATP World Tour Masters 1000 Rome,"Rome, Italy",2015.05.11 - 2015.05.17,Outdoor,Clay,Pablo Cuevas,W,76(3) 64
2,2015,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2015.05.04 - 2015.05.10,Outdoor,Clay,Nick Kyrgios,L,76(2) 67(5) 67(12) 
2,2015,Istanbul,"Istanbul, Turkey",2015.04.27 - 2015.05.03,Outdoor,Clay,Pablo Cuevas,W,63 76(11) 
2,2015,Istanbul,"Istanbul, Turkey",2015.04.27 - 2015.05.03,Outdoor,Clay,Diego Schwartzman,W,26 62 75
2,2015,Istanbul,"Istanbul, Turkey",2015.04.27 - 2015.05.03,Outdoor,Clay,Daniel Gimeno-Traver,W,76(3) 67(5) 63
2,2015,Istanbul,"Istanbul, Turkey",2015.04.27 - 2015.05.03,Outdoor,Clay,Jarkko Nieminen,W,62 75
2,2015,ATP World Tour Masters 1000 Monte Carlo,"Monte-Carlo, Monaco",2015.04.13 - 2015.04.19,Outdoor,Clay,Gael Monfils,L,46 67(5) 
2,2015,ATP World Tour Masters 1000 Monte Carlo,"Monte-Carlo, Monaco",2015.04.13 - 2015.04.19,Outdoor,Clay,Jeremy Chardy,W,62 61
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Novak Djokovic,L,36 76(5) 26
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Milos Raonic,W,75 64
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Tomas Berdych,W,64 60
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Jack Sock,W,63 62
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Andreas Seppi,W,63 64
2,2015,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2015.03.09 - 2015.03.22,Outdoor,Hard,Diego Schwartzman,W,64 62
2,2015,Dubai,"Dubai, U.A.E.",2015.02.23 - 2015.02.28,Outdoor,Hard,Novak Djokovic,W,63 75
2,2015,Dubai,"Dubai, U.A.E.",2015.02.23 - 2015.02.28,Outdoor,Hard,Borna Coric,W,62 61
2,2015,Dubai,"Dubai, U.A.E.",2015.02.23 - 2015.02.28,Outdoor,Hard,Richard Gasquet,W,61 (RET)
2,2015,Dubai,"Dubai, U.A.E.",2015.02.23 - 2015.02.28,Outdoor,Hard,Fernando Verdasco,W,64 63
2,2015,Dubai,"Dubai, U.A.E.",2015.02.23 - 2015.02.28,Outdoor,Hard,Mikhail Youzhny,W,63 61
2,2015,Australian Open,"Melbourne, Australia",2015.01.19 - 2015.02.01,Outdoor,Hard,Andreas Seppi,L,46 67(5) 64 67(5) 
2,2015,Australian Open,"Melbourne, Australia",2015.01.19 - 2015.02.01,Outdoor,Hard,Simone Bolelli,W,36 63 62 62
2,2015,Australian Open,"Melbourne, Australia",2015.01.19 - 2015.02.01,Outdoor,Hard,Yen-Hsun Lu,W,64 62 75
2,2015,Brisbane,"Brisbane, Australia",2015.01.05 - 2015.01.11,Outdoor,Hard,Milos Raonic,W,64 67(2) 64
2,2015,Brisbane,"Brisbane, Australia",2015.01.05 - 2015.01.11,Outdoor,Hard,Grigor Dimitrov,W,62 62
2,2015,Brisbane,"Brisbane, Australia",2015.01.05 - 2015.01.11,Outdoor,Hard,James Duckworth,W,60 61
2,2015,Brisbane,"Brisbane, Australia",2015.01.05 - 2015.01.11,Outdoor,Hard,John Millman,W,46 64 63
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Milos Raonic,L,36 76(3) 64 57 36
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Marin Cilic,W,67(4) 46 63 76(9) 63
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Steve Johnson,W,62 63 75
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Daniel Evans,W,64 62 62
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Marcus Willis,W,60 63 64
3,2016,Wimbledon,"London, Great Britain",2016.06.27 - 2016.07.10,Outdoor,Grass,Guido Pella,W,76(5) 76(3) 63
3,2016,Gerry Weber Open,"Halle, Germany",2016.06.13 - 2016.06.19,Outdoor,Grass,Alexander Zverev,L,67(4) 75 36
3,2016,Gerry Weber Open,"Halle, Germany",2016.06.13 - 2016.06.19,Outdoor,Grass,David Goffin,W,61 76(10) 
3,2016,Gerry Weber Open,"Halle, Germany",2016.06.13 - 2016.06.19,Outdoor,Grass,Malek Jaziri,W,63 75
3,2016,Gerry Weber Open,"Halle, Germany",2016.06.13 - 2016.06.19,Outdoor,Grass,Jan-Lennard Struff,W,64 76(3) 
3,2016,Mercedes Cup,"Stuttgart, Germany",2016.06.06 - 2016.06.13,Outdoor,Grass,Dominic Thiem,L,63 67(7) 46
3,2016,Mercedes Cup,"Stuttgart, Germany",2016.06.06 - 2016.06.13,Outdoor,Grass,Florian Mayer,W,76(2) 76(1) 
3,2016,Mercedes Cup,"Stuttgart, Germany",2016.06.06 - 2016.06.13,Outdoor,Grass,Taylor Fritz,W,64 57 64
2,2016,Internazionali BNL d'Italia,"Rome, Italy",2016.05.09 - 2016.05.15,Outdoor,Clay,Dominic Thiem,L,67(2) 46
2,2016,Internazionali BNL d'Italia,"Rome, Italy",2016.05.09 - 2016.05.15,Outdoor,Clay,Alexander Zverev,W,63 75
3,2016,Monte-Carlo Rolex Masters,"Monte Carlo, Monaco",2016.04.11 - 2016.04.17,Outdoor,Clay,Jo-Wilfried Tsonga,L,63 26 57
3,2016,Monte-Carlo Rolex Masters,"Monte Carlo, Monaco",2016.04.11 - 2016.04.17,Outdoor,Clay,Roberto Bautista Agut,W,62 64
3,2016,Monte-Carlo Rolex Masters,"Monte Carlo, Monaco",2016.04.11 - 2016.04.17,Outdoor,Clay,Guillermo Garcia-Lopez,W,63 64
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,Novak Djokovic,L,16 26 63 36
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,Tomas Berdych,W,76(4) 62 64
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,David Goffin,W,62 61 64
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,Grigor Dimitrov,W,64 36 61 64
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,Alexandr Dolgopolov,W,63 75 61
3,2016,Australian Open,"Melbourne, Australia",2016.01.18 - 2016.01.31,Outdoor,Hard,Nikoloz Basilashvili,W,62 61 62
3,2016,Brisbane International presented by Suncorp,"Brisbane, Australia",2016.01.04 - 2016.01.10,Outdoor,Hard,Milos Raonic,L,46 46
3,2016,Brisbane International presented by Suncorp,"Brisbane, Australia",2016.01.04 - 2016.01.10,Outdoor,Hard,Dominic Thiem,W,61 64
3,2016,Brisbane International presented by Suncorp,"Brisbane, Australia",2016.01.04 - 2016.01.10,Outdoor,Hard,Grigor Dimitrov,W,64 67(4) 64
3,2016,Brisbane International presented by Suncorp,"Brisbane, Australia",2016.01.04 - 2016.01.10,Outdoor,Hard,Tobias Kamke,W,62 61
