player_ranking,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,opponent_name,match_win_loss,match_score
1,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,Albert Montanes,W,63 64
1,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,Greg Rusedski,W,63 61
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Rafael Nadal,W,26 67(4) 76(5) 63 61
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Andre Agassi,W,64 63
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Tim Henman,W,64 62
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Mario Ancic,W,63 46 64
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Mariano Zabaleta,W,62 57 63
1,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,Olivier Rochus,W,63 61
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Lleyton Hewitt,W,62 64 64
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Guillermo Canas,W,63 61
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Nicolas Kiefer,W,64 61
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Ivan Ljubicic,W,76(3) 76(4) 
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Gilles Muller,W,63 62
1,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,Mardy Fish,W,63 63
1,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,Ivan Ljubicic,W,61 67(6) 63
1,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,Andre Agassi,W,63 61
1,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,Mikhail Youzhny,W,63 75
1,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,Juan Carlos Ferrero,W,46 63 76(6) 
1,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,Ivo Minar,W,67(5) 63 76(5) 
1,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,Ivan Ljubicic,W,57 75 76(5) 
1,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,Mario Ancic,W,75 63
1,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,Nikolay Davydenko,W,75 75
1,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,Stan Wawrinka,W,61 64
1,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,Bohdan Ulihrach,W,63 64
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Marat Safin,L,75 46 75 67(6) 79
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Andre Agassi,W,63 64 64
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Marcos Baghdatis,W,62 62 76(4) 
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Jarkko Nieminen,W,63 52 (RET)
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Takao Suzuki,W,63 64 64
1,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,Fabrice Santoro,W,61 61 62
1,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,Ivan Ljubicic,W,63 61
1,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,Nikolay Davydenko,W,63 64
1,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,Feliciano Lopez,W,61 62
1,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,Greg Rusedski,W,63 64
1,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,David Ferrer,W,61 61
1,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,James Blake,W,60 63 64
1,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,Rafael Nadal,W,64 75
1,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,Ivan Ljubicic,W,76(2) 64
1,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,Andy Roddick,W,46 76(8) 64
1,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,David Nalbandian,W,36 61 61
1,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,Fernando Gonzalez,W,63 62 76(3) 
1,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,Paradorn Srichaphan,W,64 36 76(5) 
1,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,David Ferrer,W,63 76(14) 
1,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,Guillermo Garcia-Lopez,W,62 60
1,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,Tomas Zib,W,61 62
1,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,Fernando Gonzalez,W,75 61 60
1,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,David Nalbandian,W,64 60
1,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,Robby Ginepri,W,63 76(4) 
1,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,Robin Soderling,W,76(5) 76(8) 
1,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,Nicolas Massu,W,63 62
1,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,Tim Henman,W,63 63
1,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,Benjamin Becker,W,63 64
1,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,Takao Suzuki,W,46 75 76(3) 
1,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,Wesley Moodie,W,62 61
1,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,Viktor Troicki,W,76(2) 76(3) 
1,2006,SUI v. SCG WG PO,Switzerland,2006.09.18 - 2006.09.24,Indoor,Hard,Novak Djokovic,W,63 62 63
1,2006,SUI v. SCG WG PO,Switzerland,2006.09.18 - 2006.09.24,Indoor,Hard,Janko Tipsarevic,W,63 62 62
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Andy Roddick,W,62 46 75 61
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Nikolay Davydenko,W,61 75 64
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,James Blake,W,76(7) 60 67(9) 64
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Marc Gicquel,W,63 76(2) 63
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Vincent Spadea,W,63 63 60
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Tim Henman,W,63 64 75
1,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,Jimmy Wang,W,64 61 60
1,2006,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2006.08.14 - 2006.08.20,Outdoor,Hard,Andy Murray,L,57 46
1,2006,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2006.08.14 - 2006.08.20,Outdoor,Hard,Paradorn Srichaphan,W,75 64
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Richard Gasquet,W,26 63 62
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Fernando Gonzalez,W,61 57 63
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Xavier Malisse,W,76(4) 67(5) 63
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Dmitry Tursunov,W,63 57 60
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Sebastien Grosjean,W,63 63
1,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,Paul-Henri Mathieu,W,63 64
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Rafael Nadal,W,60 76(5) 67(2) 63
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Jonas Bjorkman,W,62 60 62
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Mario Ancic,W,64 64 64
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Tomas Berdych,W,63 63 64
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Nicolas Mahut,W,63 76(2) 64
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Tim Henman,W,64 60 62
1,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,Richard Gasquet,W,63 62 62
1,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,Tomas Berdych,W,60 67(4) 62
1,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,Tommy Haas,W,64 67(4) 63
1,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,Olivier Rochus,W,67(2) 76(9) 76(5) 
1,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,Richard Gasquet,W,76(7) 67(7) 64
1,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,Rohan Bopanna,W,76(4) 62
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Rafael Nadal,L,61 16 46 67(4) 
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,David Nalbandian,W,36 64 52 (RET)
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Mario Ancic,W,64 63 64
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Tomas Berdych,W,63 62 63
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Nicolas Massu,W,61 62 67(4) 75
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Alejandro Falla,W,61 64 63
1,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,Diego Hartfield,W,75 76(2) 62
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,Rafael Nadal,L,76 67(5) 46 62 67(5) 
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,David Nalbandian,W,63 36 76(5) 
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,Nicolas Almagro,W,63 67(2) 75
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,Radek Stepanek,W,61 64
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,Potito Starace,W,63 76(2) 
1,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,Juan Ignacio Chela,W,62 61
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,Rafael Nadal,L,26 76(2) 36 67(5) 
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,Fernando Gonzalez,W,62 64
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,David Ferrer,W,61 63
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,Benjamin Balleret,W,63 62
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,Alberto Martin,W,60 61
1,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,Novak Djokovic,W,63 26 63
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,Ivan Ljubicic,W,76(5) 76(4) 76(6) 
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,David Ferrer,W,61 64
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,James Blake,W,76(2) 64
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,Dmitry Tursunov,W,63 63
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,Tommy Haas,W,61 63
1,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,Arnaud Clement,W,62 67(4) 60
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,James Blake,W,75 63 60
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,Paradorn Srichaphan,W,62 63
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,Ivan Ljubicic,W,62 63
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,Richard Gasquet,W,63 64
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,Olivier Rochus,W,36 62 75
1,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,Nicolas Massu,W,63 76(4) 
1,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,Rafael Nadal,L,62 46 46
1,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,Mikhail Youzhny,W,62 63
1,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,Robin Vik,W,63 62
1,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,Mohammad Ghareeb,W,76(5) 64
1,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,Stan Wawrinka,W,76(3) 63
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Marcos Baghdatis,W,57 75 60 62
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Nicolas Kiefer,W,63 57 60 62
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Nikolay Davydenko,W,64 36 76(7) 76(5) 
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Tommy Haas,W,64 60 36 46 62
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Max Mirnyi,W,63 64 63
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Florian Mayer,W,61 64 60
1,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,Denis Istomin,W,62 63 62
1,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,Gael Monfils,W,63 76(5) 
1,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,Tommy Haas,W,63 63
1,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,Marcos Baghdatis,W,64 63
1,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,Fabrice Santoro,W,76(2) 76(5) 
1,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,Ivo Minar,W,61 63
1,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,David Ferrer,W,62 63 62
1,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,Rafael Nadal,W,64 61
1,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,Andy Roddick,W,64 62
1,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,Nikolay Davydenko,W,64 63
1,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,Fernando Gonzalez,L,63 67(1) 57
1,2007,ATP World Tour Masters 1000 Paris,"Paris, France",2007.10.29 - 2007.11.04,Indoor,Hard,David Nalbandian,L,46 67(3) 
1,2007,ATP World Tour Masters 1000 Paris,"Paris, France",2007.10.29 - 2007.11.04,Indoor,Hard,Ivo Karlovic,W,63 46 63
1,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,Jarkko Nieminen,W,63 64
1,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,Ivo Karlovic,W,76(6) 76(5) 
1,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,Nicolas Kiefer,W,63 62
1,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,Juan Martin del Potro,W,61 64
1,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,Michael Berrer,W,61 36 63
1,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,David Nalbandian,L,61 36 36
1,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,Nicolas Kiefer,W,64 64
1,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,Feliciano Lopez,W,76(4) 64
1,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,Guillermo Canas,W,60 63
1,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,Robby Ginepri,W,76(2) 64
1,2007,CZE v. SUI WG PO,Czech Republic,2007.09.17 - 2007.09.23,Indoor,Carpet,Tomas Berdych,W,76(5) 76(10) 63
1,2007,CZE v. SUI WG PO,Czech Republic,2007.09.17 - 2007.09.23,Indoor,Carpet,Radek Stepanek,W,63 62 67(4) 76(5) 
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Novak Djokovic,W,76(4) 76(2) 64
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Nikolay Davydenko,W,75 61 75
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Andy Roddick,W,76(5) 76(4) 62
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Feliciano Lopez,W,36 64 61 64
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,John Isner,W,67(4) 62 64 62
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Paul Capdeville,W,61 64 64
1,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,Scoville Jenkins,W,63 62 64
1,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,James Blake,W,61 64
1,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,Lleyton Hewitt,W,63 67(7) 76(1) 
1,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,Nicolas Almagro,W,63 36 62
1,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,Marcos Baghdatis,W,76(5) 75
1,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,Julien Benneteau,W,63 63
1,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,Novak Djokovic,L,67(2) 62 67(2) 
1,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,Radek Stepanek,W,76(6) 62
1,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,Lleyton Hewitt,W,63 64
1,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,Fabio Fognini,W,61 61
1,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,Ivo Karlovic,W,76(2) 76(3) 
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Rafael Nadal,W,76(7) 46 76(3) 26 62
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Richard Gasquet,W,75 63 64
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Juan Carlos Ferrero,W,76(2) 36 61 63
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Tommy Haas,W,(W/O)
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Marat Safin,W,61 64 76(4) 
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Juan Martin del Potro,W,62 75 61
1,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,Teymuraz Gabashvili,W,63 62 64
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Rafael Nadal,L,36 64 36 46
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Nikolay Davydenko,W,75 76(5) 76(7) 
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Tommy Robredo,W,75 16 61 62
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Mikhail Youzhny,W,76(3) 64 64
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Potito Starace,W,62 63 60
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Thierry Ascione,W,61 62 76(8) 
1,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,Michael Russell,W,64 62 64
1,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,Rafael Nadal,W,26 62 60
1,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,Carlos Moya,W,46 64 62
1,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,David Ferrer,W,63 46 63
1,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,Juan Carlos Ferrero,W,62 63
1,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,Juan Monaco,W,63 26 64
1,2007,ATP Masters Series Rome,"Rome, Italy",2007.05.07 - 2007.05.13,Outdoor,Clay,Filippo Volandri,L,26 46
1,2007,ATP Masters Series Rome,"Rome, Italy",2007.05.07 - 2007.05.13,Outdoor,Clay,Nicolas Almagro,W,63 64
1,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,Rafael Nadal,L,46 46
1,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,Juan Carlos Ferrero,W,63 64
1,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,David Ferrer,W,64 60
1,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,Hyung-Taik Lee,W,64 63
1,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,Andreas Seppi,W,76(4) 76(6) 
1,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,Guillermo Canas,L,67(2) 62 67(5) 
